cost,SR,data,y,operation_time
1.0,86.42924679624724,"[408225878179.07336, 0.2430031526834, 6847.104948014021, 0.2668785210699]",163.57075320375276,1.1103291511535645
8.0,55.10333816043624,"[259538324773.3116, 0.4533899728209, 8237.984661012888, 0.8604878969491]",194.89666183956376,3.3081090450286865
11.0,55.10333816043624,"[485586576387.2862, 0.3111496239901, 7976.412419229746, 0.5876693706959]",168.42869645647122,0.8828859329223633
12.0,55.10333816043624,"[336617879793.0479, 0.5977297320962, 9116.232197731733, 0.0563310496509]",152.00355136485115,0.5533201694488525
13.0,55.10333816043624,"[556823120489.7166, 0.420650704205, 9551.365535706282, 0.1739407423884]",171.87017705947588,0.5173947811126709
18.0,41.14799862023605,"[304717598333.95483, 0.2821877092123, 7410.415891557931, 0.705530680716]",208.85200137976395,1.7484068870544434
27.0,41.14799862023605,"[440143957585.0964, 0.527441656962, 8672.054175287485, 0.994693281129]",169.57166661628324,4.318251132965088
29.0,41.14799862023605,"[188343229740.8581, 0.3628830362111, 6282.179873436689, 0.4013510793447]",182.97900787023372,0.4870030879974365
31.0,41.14799862023605,"[484276440218.091, 0.5157001782209, 7034.282501786947, 0.4396846676245]",196.71120711628083,0.5684330463409424
39.0,41.14799862023605,"[333245136812.3293, 0.3806799415499, 9925.56681111455, 0.9085372341797]",194.93082742220406,3.0917069911956787
43.0,41.14799862023605,"[361881278306.2458, 0.4354199141264, 6163.746375590563, 0.635444031097]",173.67697086757312,0.9150481224060059
44.0,41.14799862023605,"[210568831712.0075, 0.2734739735723, 8804.138597100973, 0.2293508080766]",158.90510403540557,0.5843179225921631
45.0,41.14799862023605,"[429748693704.6051, 0.3449133530259, 8364.183958619833, 0.0951296882704]",156.48815159509275,0.49460673332214355
48.0,41.14799862023605,"[181549421548.84338, 0.5579121023417, 6722.845453768969, 0.500986254774]",127.82381215007341,1.0344820022583008
54.0,41.14799862023605,"[513313672170.04297, 0.2001585308462, 9484.723825007677, 0.790911805816]",154.39664393525598,2.226950168609619
56.0,40.57109550000655,"[265419194325.80472, 0.4901806462556, 7594.262298196553, 0.3218381395563]",209.42890449999345,0.5082747936248779
58.0,40.57109550000655,"[531391116082.66833, 0.3920506376773, 8612.12607473135, 0.3585258396342]",174.62617948503825,0.5659840106964111
63.0,40.57109550000655,"[280078669488.43005, 0.5051229629666, 6470.749244093895, 0.7649317225441]",155.08895674757025,2.039691925048828
66.0,38.72052823711246,"[414772598668.9329, 0.2598568022251, 9740.627273917198, 0.5387420700863]",211.27947176288754,0.5850889682769775
67.0,38.72052823711246,"[163741295263.1712, 0.4498061046004, 7350.325666368008, 0.0700956499204]",163.59846611711092,0.49536728858947754
68.0,38.72052823711246,"[382817504778.5044, 0.5693075224757, 7786.283455789089, 0.1996630737558]",171.6082351051259,0.47298407554626465
72.0,38.72052823711246,"[234923026934.26608, 0.3343113660812, 9177.712544798851, 0.6680883942172]",167.40452043902647,1.4309360980987549
79.0,38.72052823711246,"[460238864868.87933, 0.4765395138413, 6907.778486609459, 0.879856579937]",189.0083369792912,3.0574917793273926
81.0,38.72052823711246,"[312039592713.1176, 0.2145687300712, 8048.147521913052, 0.4732140405104]",199.50409729358444,0.5853331089019775
83.0,38.72052823711246,"[455145230367.7797, 0.4677757341415, 9299.456186592579, 0.4339191485196]",161.21054980349814,0.5610411167144775
84.0,35.689230455657,"[272832497429.5047, 0.4843208647817, 7401.317940443976, 0.2743376039406]",214.310769544343,0.5422971248626709
86.0,35.60214731308514,"[269442394062.70148, 0.4932730953882, 7386.845477629409, 0.3146052194305]",214.39785268691486,0.48875904083251953
89.0,35.60214731308514,"[532717680065.2181, 0.494714101897, 9867.477126233494, 0.5552531655596]",172.0608434106444,0.6821470260620117
91.0,35.60214731308514,"[266163561811.54077, 0.4873148808877, 9807.222485113232, 0.4612747429965]",184.218310851023,0.5795767307281494
94.0,35.60214731308514,"[263848919898.60278, 0.4960316246685, 9792.778967792965, 0.5765499132735]",184.65120051327477,0.8392982482910156
99.0,35.60214731308514,"[265625829143.56113, 0.4965660593629, 9682.605245860133, 0.7530326217278]",186.4082884001648,1.6642367839813232
101.0,35.60214731308514,"[271332180636.61127, 0.370983747044, 7449.966002527405, 0.3421629890537]",202.27956034928494,0.4814310073852539
104.0,35.60214731308514,"[266312541674.6732, 0.4976407568479, 7429.129368355448, 0.5474846925498]",213.30258437770507,0.5797019004821777
106.0,35.60214731308514,"[284655915748.70264, 0.4925333625775, 7385.089180065005, 0.3228888938766]",145.16292658865333,0.45493578910827637
108.0,35.60214731308514,"[309899207257.12866, 0.4932754189946, 7384.573836269263, 0.3246609694325]",151.54487870043445,0.5423541069030762
110.0,35.60214731308514,"[301158325527.34357, 0.4923035861936, 7386.845477629409, 0.3177115190502]",149.27054442535166,0.5257201194763184
112.0,35.60214731308514,"[323560375132.9321, 0.4923620944049, 7385.3235101106, 0.3209785813717]",154.7448417476794,0.546349048614502
114.0,35.60214731308514,"[335363411827.09265, 0.4914560094859, 8023.997534200317, 0.3218381395563]",151.05098671692414,0.4972572326660156
116.0,35.60214731308514,"[537278805382.0503, 0.4920964437837, 7331.632926799319, 0.3192104040496]",200.09920051262426,0.5111260414123535
117.0,35.60214731308514,"[494100104502.17584, 0.5699937469846, 8865.841719291986, 0.0110967487824]",183.206078402772,0.4333949089050293
119.0,35.60214731308514,"[244358967080.2239, 0.3490103959094, 6935.161179430898, 0.3392719494239]",197.38949041949456,0.4771740436553955
121.0,35.60214731308514,"[271919415884.7431, 0.3537589481589, 6575.001722125749, 0.4577086417834]",214.2066947119183,0.609774112701416
123.0,35.60214731308514,"[268990355662.89148, 0.4932730953882, 7409.308691557101, 0.307354790556]",213.89295656158592,0.48229503631591797
125.0,35.60214731308514,"[269634385742.9519, 0.4932678220238, 7418.256882588063, 0.3111088560532]",214.01886821230983,0.47196102142333984
127.0,35.60214731308514,"[266211981641.00143, 0.4934407696772, 7413.844477952718, 0.3097337399471]",212.74566009780847,0.4840660095214844
129.0,35.425032160145236,"[269545198613.52103, 0.4965588364912, 7415.156687449755, 0.3119342476771]",214.57496783985476,0.4882349967956543
131.0,35.425032160145236,"[269331178398.40826, 0.4942865791691, 7407.681355295231, 0.3083780459563]",214.20878830072525,0.46872496604919434
134.0,35.425032160145236,"[266312541674.6732, 0.4936866345283, 7409.347995020421, 0.5092066524742]",212.8878439494148,0.6673049926757812
136.0,35.425032160145236,"[269144784670.22723, 0.3827435962207, 7422.990542497331, 0.3142860072718]",202.7338869242767,0.4826347827911377
145.0,35.425032160145236,"[215324679035.0736, 0.2853750401865, 9287.897081151732, 0.9619020815987]",156.9579680987652,3.7855379581451416
147.0,35.425032160145236,"[269956729843.20938, 0.4931363783986, 6097.391723921622, 0.3137694218221]",155.64212400322114,0.5171740055084229
152.0,35.425032160145236,"[432777850293.69604, 0.3942168757543, 9427.589018396135, 0.7025688717582]",150.75861391386758,1.524963140487671
154.0,35.425032160145236,"[271075010051.03888, 0.4926265797594, 6932.83268240436, 0.3135725278901]",146.21445216594665,0.4972190856933594
156.0,35.425032160145236,"[269530076131.73004, 0.4932730953882, 6944.46134154484, 0.3137198403345]",145.73953646726284,0.4869391918182373
158.0,32.26733381110799,"[269591788508.24774, 0.4929547185668, 7163.068171864825, 0.3144305895881]",217.732666188892,0.49349093437194824
160.0,32.26733381110799,"[270268406151.90833, 0.4921074816552, 7319.034123636666, 0.3076750373897]",215.54466383306286,0.5047330856323242
162.0,32.26733381110799,"[269983911314.99, 0.4910403931477, 7301.662122446816, 0.3082137986346]",215.53350982080937,0.4898948669433594
164.0,32.26733381110799,"[269212827264.5113, 0.4932494122301, 7416.8437692795, 0.3472359505155]",213.86908600810006,0.48100709915161133
