cost,SR,IR,rmse,r2,max_value,operation_time
78.0,3.5004502817370593,1.7220318054372896,16.21764636414476,-2.9253235073383927,51.25398621118286,0.0
79.0,3.5004502817370593,1.711865758184004,16.214557874392987,-2.9238285719119435,51.25398621118286,2.681276559829712
80.0,3.5004502817370593,1.7066093496300212,15.723462923080703,-2.689743740973392,51.25398621118286,2.6531572341918945
81.0,3.5004502817370593,3.091475108377054,16.324292370411534,-2.9771185055502167,51.25398621118286,2.647552967071533
82.0,3.5004502817370593,1.9939240653292671,15.935267891539999,-2.789819627617427,51.25398621118286,2.670517683029175
88.0,3.5004502817370593,1.7550327832195336,16.08388375397043,-2.8608386663975875,51.25398621118286,2.677100419998169
94.0,3.5004502817370593,0.5077833612740221,16.028150384585583,-2.834128110965584,51.25398621118286,2.6668031215667725
95.0,3.5004502817370593,1.0570264658090593,16.32482244517785,-2.9773767959976496,51.25398621118286,2.6785008907318115
96.0,3.5004502817370593,1.4332382681830325,16.12565890927182,-2.8809204570045495,51.25398621118286,2.667367458343506
97.0,3.5004502817370593,1.5374916302033057,15.870469147051974,-2.759060652686784,51.25398621118286,2.6797420978546143
98.0,3.5004502817370593,1.3403598374629127,16.556126450610435,-3.09088501212371,51.25398621118286,2.6895124912261963
99.0,3.5004502817370593,3.245466157972814,16.303043399421995,-2.966771389529449,51.25398621118286,2.7127575874328613
100.0,3.5004502817370593,0.8714588982963676,15.878454383299195,-2.762844351660507,51.25398621118286,2.6915805339813232
101.0,3.5004502817370593,0.2996094919403305,16.748601760145036,-3.1865561024506457,51.25398621118286,2.7139649391174316
107.0,3.5004502817370593,2.847501803899675,16.10857808915501,-2.8727032180442476,51.25398621118286,2.7481110095977783
108.0,3.5004502817370593,2.754199582170372,16.152245344035318,-2.8937279826539855,51.25398621118286,2.718106985092163
114.0,3.5004502817370593,2.0273172363468746,15.889052605328283,-2.767869118919962,51.25398621118286,2.7315337657928467
115.0,3.5004502817370593,3.5963089611362165,16.223202712933634,-2.928013688426598,51.25398621118286,2.7797093391418457
116.0,3.5004502817370593,1.8056609302309,16.27213432499361,-2.9517443787816817,51.25398621118286,2.799992322921753
122.0,3.5004502817370593,2.004418329588198,16.094881258964016,-2.8661202400813246,51.25398621118286,2.7905383110046387
128.0,3.5004502817370593,1.6819280109038033,15.89694008274219,-2.7716108598161333,51.25398621118286,2.7802319526672363
129.0,3.5004502817370593,-0.4574469859021377,16.19677354548442,-2.9152258842284318,51.25398621118286,2.8103179931640625
130.0,3.5004502817370593,1.3987066282927856,15.564433420840867,-2.615483925343563,51.25398621118286,3.0343151092529297
131.0,3.5004502817370593,0.6780590074527737,16.25583154719962,-2.943829972920348,51.25398621118286,2.8345882892608643
132.0,3.5004502817370593,2.2289749243360717,15.969259895301253,-2.8060052308518375,51.25398621118286,2.8422951698303223
133.0,3.5004502817370593,2.2559839963126223,16.089247985589783,-2.8634143983287696,51.25398621118286,2.817654848098755
139.0,3.5004502817370593,1.1683986934721133,16.34016426945732,-2.9848560674012017,51.25398621118286,2.8427741527557373
140.0,3.5004502817370593,1.4397041349524997,16.138911061101773,-2.887301799977705,51.25398621118286,2.8261380195617676
141.0,3.5004502817370593,0.4718627639875592,16.23307365009473,-2.932795108305021,51.25398621118286,2.8688509464263916
147.0,3.5004502817370593,1.0981686344731543,15.916471947044927,-2.7808845749547375,51.25398621118286,2.8553175926208496
148.0,3.5004502817370593,2.8969469462000035,16.05381369832974,-2.8464158925897167,51.25398621118286,2.8770954608917236
149.0,3.5004502817370593,1.5990752889246238,16.19014138114229,-2.9120201710491678,51.25398621118286,3.042654275894165
150.0,3.5004502817370593,0.8818038031217554,16.176306477960402,-2.9053371786626214,51.25398621118286,2.8711814880371094
