cost,SR,data,y,operation_time
tensor(1.),13.240319824218751,"[0.6205646954477, 0.1075078817084, 0.2668785210699]",42.35968017578125,0.00011682510375976562
tensor(4.),13.240319824218751,"[0.3063025437295, 0.7786068571731, 0.5327035477385]",41.67987060546875,9.393692016601562e-05
tensor(10.),13.240319824218751,"[0.9746698988602, 0.3352977698669, 0.8018118236214]",33.336326599121094,6.127357482910156e-05
tensor(11.),8.957887268066408,"[0.1610023630783, 0.5351785728708, 0.0051106689498]",46.642112731933594,9.012222290039062e-05
tensor(12.),8.957887268066408,"[0.8721958417445, 0.8783688033, 0.188362441957]",30.857969284057617,6.985664367675781e-05
tensor(21.),3.906716918945314,"[0.0624502915889, 0.2345525464043, 0.985197157599]",51.69328308105469,8.296966552734375e-05
tensor(26.),3.906716918945314,"[0.7190951453522, 0.6818765876815, 0.7232843525708]",35.2060546875,5.91278076171875e-05
tensor(28.),3.906716918945314,"[0.4087235080078, 0.4466564254835, 0.4575851680711]",43.06109619140625,0.00013184547424316406
tensor(30.),3.906716918945314,"[0.9002573378384, 0.7314659999683, 0.3993627736345]",31.493816375732422,6.175041198730469e-05
tensor(34.),3.906716918945314,"[0.2139248736203, 0.4046362964436, 0.6648220643401]",47.05929183959961,7.510185241699219e-05
tensor(42.),3.906716918945314,"[0.5045456467196, 0.9573199143633, 0.9342813016847]",36.660377502441406,6.318092346191406e-05
tensor(43.),3.906716918945314,"[0.3188077984378, 0.1631707781926, 0.1372134573758]",47.661216735839844,5.817413330078125e-05
tensor(44.),3.906716918945314,"[0.6557947490364, 0.2503699520603, 0.0716247847304]",40.281768798828125,5.602836608886719e-05
tensor(51.),3.906716918945314,"[0.4661663863808, 0.612539014779, 0.8685820456594]",40.42015075683594,5.507469177246094e-05
tensor(55.),3.906716918945314,"[0.7528771581128, 0.0558404428884, 0.6065624235198]",40.231040954589844,6.008148193359375e-05
tensor(57.),3.906716918945314,"[0.0626227082685, 0.8227068604901, 0.3409848306328]",45.370723724365234,5.7220458984375e-05
tensor(59.),3.906716918945314,"[0.7946113459766, 0.4343830505386, 0.3735214127228]",35.933372497558594,5.507469177246094e-05
tensor(62.),3.906716918945314,"[0.1088734976947, 0.7027110969648, 0.5764540154487]",45.816444396972656,5.3882598876953125e-05
tensor(68.),3.906716918945314,"[0.6726838750765, 0.130371789448, 0.8381150877103]",41.105377197265625,5.91278076171875e-05
