cost,SR,data,y,operation_time
51.,3.906716918945314,"[0.4661663863808, 0.612539014779, 0.8685820456594]",40.42015075683594,6.103515625e-05
55.,3.906716918945314,"[0.7528771581128, 0.0558404428884, 0.6065624235198]",40.231040954589844,6.699562072753906e-05
57.,3.906716918945314,"[0.0626227082685, 0.8227068604901, 0.3409848306328]",45.370723724365234,5.626678466796875e-05
59.,3.906716918945314,"[0.7946113459766, 0.4343830505386, 0.3735214127228]",35.933372497558594,5.91278076171875e-05
62.,3.906716918945314,"[0.1088734976947, 0.7027110969648, 0.5764540154487]",45.816444396972656,5.793571472167969e-05
68.,3.906716918945314,"[0.6726838750765, 0.130371789448, 0.8381150877103]",41.105377197265625,0.00013399124145507812
69.,3.906716918945314,"[0.4863514108583, 0.9910801770166, 0.1035738717765]",36.68254089355469,6.29425048828125e-05
70.,3.906716918945314,"[0.5429506171495, 0.5797557579353, 0.1717182742432]",39.32783508300781,5.7697296142578125e-05
78.,3.906716918945314,"[0.3526961673051, 0.2841450003907, 0.9061411879957]",45.746070861816406,5.698204040527344e-05
82.,3.906716918945314,"[0.9282290535048, 0.8524388363585, 0.6362928235903]",30.05417823791504,5.7697296142578125e-05
84.,3.906716918945314,"[0.2386006908491, 0.0270698005334, 0.4332496374846]",50.69613265991211,5.91278076171875e-05
87.,3.906716918945314,"[0.7021745480597, 0.8123667025939, 0.4919679425657]",34.41878890991211,5.7220458984375e-05
88.,2.563596343994142,"[0.0089378320522, 0.2035130729698, 0.1701485558927]",53.03640365600586,0.00016999244689941406
89.,2.4638496398925795,"[0.0255448741792, 0.1682996657936, 0.1043755674521]",53.13615036010742,0.00010085105895996094
90.,1.436917877197267,"[0.0278831456334, 0.076547888578, 0.1514386796233]",54.163082122802734,0.0001289844512939453
91.,1.436917877197267,"[0.054065289636, 0.0494580477018, 0.095395020271]",53.984806060791016,0.00011396408081054688
92.,1.436917877197267,"[0.0171339313423, 0.1282061894048, 0.0682050848968]",53.75960922241211,0.00011897087097167969
93.,1.436917877197267,"[0.0549837762379, 0.0635306064977, 0.0411843788131]",53.8025016784668,0.00011014938354492188
94.,1.436917877197267,"[0.0566683906968, 0.2208181993995, 0.1619188306702]",51.95603942871094,6.699562072753906e-05
95.,1.0690246582031264,"[0.0083941505731, 0.0765563142331, 0.1465950896873]",54.530975341796875,5.7697296142578125e-05
96.,0.4144340515136733,"[0.0089607890067, 0.0205296330714, 0.1207613544171]",55.18556594848633,0.00017118453979492188
97.,0.4144340515136733,"[0.0017791237726, 0.0932635385239, 0.1241517420261]",54.458194732666016,0.00011110305786132812
98.,0.4144340515136733,"[0.0019178779592, 0.0605758858608, 0.1169658498676]",54.842613220214844,0.00011324882507324219
99.,0.3071189880371108,"[0.0070399942667, 0.0146070534564, 0.1207831048473]",55.29288101196289,0.00010228157043457031
100.,0.3071189880371108,"[0.0138418854593, 0.0769307840599, 0.1173231968149]",54.42374801635742,6.604194641113281e-05
101.,0.3071189880371108,"[0.0049097400163, 0.0877406328945, 0.1208062603107]",54.464508056640625,0.00011491775512695312
109.,0.3071189880371108,"[0.9523303071278, 0.7124592745207, 0.9279547752296]",30.691661834716797,8.416175842285156e-05
110.,0.3071189880371108,"[0.0785561216996, 0.7591923409066, 0.1729490327997]",45.75188064575195,6.67572021484375e-05
111.,0.3071189880371108,"[0.8938875618845, 0.0828284906621, 0.288938513957]",37.15373611450195,0.00011706352233886719
118.,0.3071189880371108,"[0.057808346784, 0.0085662632321, 0.8683318206917]",54.39442443847656,0.00021004676818847656
121.,0.3071189880371108,"[0.0562616661293, 0.0138284386769, 0.5617254681961]",54.361968994140625,8.487701416015625e-05
122.,0.3071189880371108,"[0.0572614825051, 0.0109816467007, 0.2922300154758]",54.37640380859375,6.604194641113281e-05
124.,0.3071189880371108,"[0.0588337713275, 0.0133588646646, 0.4263105274412]",54.318267822265625,6.29425048828125e-05
125.,0.3071189880371108,"[0.0576223946592, 0.0097895777227, 0.1721764749688]",54.38356018066406,6.222724914550781e-05
127.,0.3071189880371108,"[0.0578402941821, 0.0126042429023, 0.4640330738181]",54.346187591552734,6.103515625e-05
128.,0.3071189880371108,"[0.0581057310382, 0.0072259859721, 0.2415889036959]",54.404544830322266,5.888938903808594e-05
130.,0.3071189880371108,"[0.8002052623313, 0.3944223295987, 0.317425261944]",36.17829895019531,0.00010704994201660156
131.,0.1730400085449233,"[0.0064852660707, 0.0042805720059, 0.1002699533968]",55.42695999145508,0.00015401840209960938
140.,0.1730400085449233,"[0.1383116975877, 0.2134376004662, 0.9619020815987]",50.52310562133789,0.0001342296600341797
141.,0.1730400085449233,"[0.0063660804482, 0.0053761809424, 0.0148425376419]",55.41612243652344,0.00011086463928222656
142.,0.1730400085449233,"[0.0070202670477, 0.0121943633285, 0.1155099097989]",55.322086334228516,6.985664367675781e-05
143.,0.1730400085449233,"[0.0064023666653, 0.0114759347918, 0.0882612457129]",55.34246063232422,6.008148193359375e-05
144.,0.1730400085449233,"[0.0072127321683, 0.0140181603277, 0.0222218118824]",55.29662322998047,5.888938903808594e-05
145.,0.1730400085449233,"[0.0061091808556, 0.0103959561274, 0.0115007473013]",55.360965728759766,8.511543273925781e-05
146.,0.1730400085449233,"[0.0076613075367, 0.00246368305, 0.098895958224]",55.42625427246094,0.0001437664031982422
