cost,SR,data,y,operation_time
1.0,0.776,"[0.2861694086343, 0.1322523645125, 1.3306293407502, 0.2668785210699]",1.224,1.14652419090271
8.0,0.7684,"[0.17465374358, 0.2900424796157, 3.5154180849424, 0.8604878969491]",1.2316,0.5434858798980713
11.0,0.7684,"[0.3441899322905, 0.1833622179925, 3.1045413683579, 0.5876693706959]",1.1278000000000001,0.4158656597137451
12.0,0.7684,"[0.2324634098448, 0.3982972990721, 4.894966089637, 0.0563310496509]",1.2051,0.3715701103210449
13.0,0.6431,"[0.3976173403673, 0.2654880281538, 5.5784719385934, 0.1739407423884]",1.3569,0.3075721263885498
18.0,0.6431,"[0.2085381987505, 0.1616407819092, 2.2154761017124, 0.705530680716]",1.1198000000000001,0.47496891021728516
27.0,0.6431,"[0.3101079681888, 0.3455812427215, 4.1972528835386, 0.994693281129]",1.3334000000000001,0.5047159194946289
29.0,0.6431,"[0.1212574223056, 0.2221622771583, 0.4432471086898, 0.4013510793447]",1.1294,0.22757196426391602
31.0,0.6127,"[0.3432073301636, 0.3367751336657, 1.6246471546752, 0.4396846676245]",1.3873,0.2716526985168457
39.0,0.6127,"[0.2299338526092, 0.2355099561624, 6.1662659274867, 0.9085372341797]",1.1778,0.31490373611450195
43.0,0.6127,"[0.2514109587297, 0.2765649355948, 0.2572122053036, 0.635444031097]",1.2388000000000001,0.27753782272338867
44.0,0.6127,"[0.137926623784, 0.1551054801792, 4.40473060815, 0.2293508080766]",1.069,0.2158048152923584
45.0,0.6127,"[0.3023115202785, 0.2086850147694, 3.7136514780675, 0.0951296882704]",1.1905000000000001,0.24512386322021484
48.0,0.6127,"[0.1161620661616, 0.3684340767562, 1.1354429836207, 0.500986254774]",1.1309,0.24466371536254883
54.0,0.6127,"[0.3649852541275, 0.1001188981347, 5.4737913842167, 0.790911805816]",1.2274,0.29393911361694336
56.0,0.6127,"[0.1790643957444, 0.3176354846917, 2.5042613619547, 0.3218381395563]",1.2384000000000002,0.23694109916687012
58.0,0.6127,"[0.378543337062, 0.244037978258, 4.1031180433132, 0.3585258396342]",1.3752,0.29108691215515137
63.0,0.6127,"[0.1900590021163, 0.3288422222249, 0.7394511834642, 0.7649317225441]",1.24,0.2956349849700928
66.0,0.6127,"[0.2910794490017, 0.1448926016688, 5.875763581778, 0.5387420700863]",1.113,0.26058101654052734
67.0,0.6127,"[0.1028059714474, 0.2873545784503, 2.1210865967077, 0.0700956499204]",1.1049,2.5423760414123535
68.0,0.5650999999999999,"[0.2671131285839, 0.3769806418568, 2.805887490968, 0.1996630737558]",1.4349,0.2504549026489258
72.0,0.5650999999999999,"[0.1561922702007, 0.2007335245609, 4.9915391929801, 0.6680883942172]",1.0909,0.25733089447021484
79.0,0.5650999999999999,"[0.3251791486517, 0.307404635381, 1.4259351123096, 0.879856579937]",1.3395000000000001,0.30074286460876465
81.0,0.5650999999999999,"[0.2140296945348, 0.1109265475534, 3.2172226041551, 0.4732140405104]",1.0568,0.2623176574707031
83.0,0.5650999999999999,"[0.3213589227758, 0.3008318006061, 5.1827736583203, 0.4339191485196]",1.3238,0.27769017219543457
84.0,0.5098,"[0.3399359315582, 0.3849888878403, 2.8209272407585, 0.075531223611]",1.4902,0.2836320400238037
85.0,0.5098,"[0.3580828358515, 0.3673576099937, 2.653545760749, 0.2003450720523]",1.4499,0.26970863342285156
86.0,0.5098,"[0.3427200499666, 0.3868480093391, 2.5851917383791, 0.0537735172071]",1.4776,0.270371675491333
87.0,0.5098,"[0.3277901263157, 0.3572064146153, 2.6139952039646, 0.0312658995694]",1.4032,0.2439868450164795
88.0,0.5098,"[0.3482523627838, 0.3631326547526, 2.5417724629562, 0.1412601169203]",1.4295,0.2668941020965576
89.0,0.4849999999999999,"[0.3442950246856, 0.3984392364942, 2.6435643979231, 0.2189963490402]",1.5150000000000001,0.2519223690032959
90.0,0.4849999999999999,"[0.3387312086257, 0.3751630578228, 2.7019868478354, 0.2247675970504]",1.4558,0.2501521110534668
91.0,0.4849999999999999,"[0.3501287923169, 0.3800787582713, 2.6268626695474, 0.0643905438201]",1.4722000000000002,0.2723259925842285
95.0,0.4849999999999999,"[0.3483154740158, 0.3987667494368, 5.241246996164, 0.6139937029887]",1.4512,0.3128700256347656
97.0,0.48439999999999994,"[0.3761023546587, 0.3999904649091, 4.1968891064501, 0.3651972854999]",1.5156,0.2695188522338867
98.0,0.44909999999999983,"[0.3721804405613, 0.3988927694377, 3.5369321634953, 0.2208983909006]",1.5509000000000002,0.2171640396118164
99.0,0.44819999999999993,"[0.3523124938038, 0.3983962545453, 3.1998660554498, 0.1153920909075]",1.5518,0.226701021194458
101.0,0.42469999999999986,"[0.3875600910094, 0.3996990334878, 3.2942620887553, 0.4202935657673]",1.5753000000000001,0.261505126953125
