cost,SR,data,y,operation_time
146.0,0.42469999999999986,"[0.1773845508046, 0.3995531239617, 6.2263837533412, 0.1500025939557]",1.4946000000000002,0.19223499298095703
147.0,0.42469999999999986,"[0.3444293674346, 0.3995580527443, 6.2381405193092, 0.1450236466744]",1.5510000000000002,0.19777798652648926
148.0,0.42469999999999986,"[0.3590760939778, 0.3995753260629, 6.232813903588, 0.1520915113498]",1.5593000000000001,0.23145771026611328
154.0,0.42469999999999986,"[0.3837189158893, 0.1449442610028, 0.1659749480134, 0.8331773490169]",1.1057000000000001,0.35466694831848145
155.0,0.4241999999999999,"[0.3943538119203, 0.3988160132682, 6.2399834194243, 0.1500753487563]",1.5758,0.24138665199279785
156.0,0.4241999999999999,"[0.3727759962783, 0.3984500325928, 6.2315575384888, 0.1471722366299]",1.5616,0.2072911262512207
157.0,0.4241999999999999,"[0.3883978107769, 0.3985365191176, 6.231022794241, 0.1514329187257]",1.572,0.20724892616271973
158.0,0.4241999999999999,"[0.3577447834745, 0.3481231347925, 3.264716253434, 0.1619920186678]",1.4044,0.23121404647827148
159.0,0.4241999999999999,"[0.3909161838117, 0.3988160132682, 6.2399834194243, 0.1500753487563]",1.5738,0.2078108787536621
160.0,0.42399999999999993,"[0.3933958780957, 0.398760675282, 6.2341390584174, 0.1488067381582]",1.576,0.24733805656433105
161.0,0.41989999999999994,"[0.3998780925899, 0.3986909716329, 6.2368326252966, 0.1496729421463]",1.5801,0.22594308853149414
162.0,0.41989999999999994,"[0.3939840828499, 0.3998119541241, 3.6371562814111, 0.150906588286]",1.5771000000000002,0.2500171661376953
163.0,0.41989999999999994,"[0.3938834768561, 0.3988278944902, 3.6585175412306, 0.1502230417248]",1.5719,0.268049955368042
165.0,0.41989999999999994,"[0.1578748877728, 0.2279036395169, 4.2630424657918, 0.3798526988059]",1.1046,0.1912219524383545
166.0,0.41989999999999994,"[0.3916770315145, 0.398788276442, 3.6800283854439, 0.0898058195393]",1.5696,0.21337509155273438
172.0,0.41989999999999994,"[0.3004193507726, 0.292017276232, 5.8776626931515, 0.8383753817185]",1.2763,0.28493428230285645
173.0,0.4192,"[0.3998780925899, 0.3986909716329, 6.2733737270035, 0.2845159428688]",1.5808,0.22941017150878906
174.0,0.41659999999999986,"[0.3999416996397, 0.3991421514609, 6.2076498206137, 0.1685405556441]",1.5834000000000001,0.20962285995483398
175.0,0.4160999999999999,"[0.3999480781536, 0.3993154104578, 6.1716329325106, 0.1910435490044]",1.5839,0.20785832405090332
176.0,0.4160999999999999,"[0.3999524016643, 0.3989018182244, 6.0859113079882, 0.1749706613496]",1.5825,0.20084595680236816
180.0,0.4160999999999999,"[0.2477847084343, 0.1935878730591, 1.3746792587152, 0.6559430035046]",1.1861000000000002,0.2304210662841797
181.0,0.4160999999999999,"[0.2394348277674, 0.3675476827597, 2.0822087973434, 0.2209443712994]",1.2532,0.1983499526977539
185.0,0.4160999999999999,"[0.3998746196539, 0.3989260619873, 6.0551719649921, 0.6919764968655]",1.5808,0.28679704666137695
188.0,0.4160999999999999,"[0.3725346860042, 0.3047740013028, 5.1275461703155, 0.6001681418844]",1.4322000000000001,0.24840807914733887
193.0,0.4160999999999999,"[0.2143378530522, 0.1390911854981, 4.8761419999044, 0.7510424484204]",1.1371,0.2265472412109375
194.0,0.4160999999999999,"[0.3999416996397, 0.3993473059633, 5.6436798023982, 0.0152080202036]",1.5831000000000002,0.19846892356872559
195.0,0.4152,"[0.3999675240292, 0.3999531524477, 4.2422279182163, 0.0882842815886]",1.5848,0.21769499778747559
204.0,0.4152,"[0.2303445894433, 0.3196646678635, 0.5212644904993, 0.9886508370739]",1.2826,0.32195210456848145
205.0,0.41369999999999996,"[0.3999306971258, 0.3999813517525, 5.6454899531046, 0.1158340367056]",1.5863,0.20158839225769043
206.0,0.41369999999999996,"[0.3841686414477, 0.1412974491992, 4.813526215017, 0.2789610184157]",1.4357,0.19425702095031738
207.0,0.41369999999999996,"[0.3999990637292, 0.3997435902563, 6.2338116646215, 0.2168870693052]",1.5844,0.2239229679107666
208.0,0.41369999999999996,"[0.3999742691287, 0.3993578321182, 6.2030963131419, 0.2390786027141]",1.5843,0.22567200660705566
209.0,0.41369999999999996,"[0.3999462911363, 0.3983933987074, 6.1992509071545, 0.1804181480176]",1.5804,0.21091318130493164
210.0,0.41369999999999996,"[0.3999675240292, 0.3983967518117, 6.2011499289381, 0.1820240551039]",1.5786,0.2038438320159912
211.0,0.41369999999999996,"[0.3999723414443, 0.3991882905225, 6.2350490004263, 0.1965400707907]",1.5821,0.20428013801574707
