cost,incumbents,operation_time
16.339850002884624,1.5151664405976626,0.0
17.917400468635144,1.5151664405976626,33.95603680610657
19.49855596453385,1.5151664405976626,66.34641218185425
21.083518465255004,1.5151664405976626,95.117600440979
22.66848096597616,1.5151664405976626,124.8712408542633
24.247637683948223,1.5151664405976626,154.64750862121582
25.830436307077978,1.5151664405976626,182.05569338798523
27.40383048223255,1.5151664405976626,209.04650044441223
28.95213930262301,1.5151664405976626,235.705974817276
30.496902421228,1.5151664405976626,261.8652036190033
32.0418299276713,1.5151664405976626,288.8753547668457
33.593586891312476,1.5151664405976626,317.80044746398926
35.1534641932187,1.5151664405976626,344.00336742401123
36.70790637668958,1.5151664405976626,370.27143907546997
38.2618990284021,1.5151664405976626,397.2910761833191
39.81738831385477,1.5151664405976626,423.8541934490204
41.354895141698584,1.5151664405976626,450.32550859451294
42.889676696256245,1.5151664405976626,476.4989583492279
44.43662906623075,1.5151664405976626,503.5085537433624
46.00800857673071,1.5151664405976626,534.9053838253021
47.53917466635605,1.5151664405976626,566.0854787826538
49.096778603312785,1.5151664405976626,597.6434028148651
50.63812494844189,1.5151664405976626,629.5407159328461
52.19449764187875,1.5151664405976626,661.7828197479248
53.75560983650236,1.5151664405976626,693.7609667778015
55.32004579845651,1.5151664405976626,726.0889494419098
56.86569977213804,1.5151664405976626,758.5108461380005
58.353528210486836,1.5151664405976626,790.7803840637207
59.878094100369765,1.5151664405976626,823.6896874904633
61.406831828732265,1.5151664405976626,856.4902794361115
62.92615164441157,1.5151664405976626,889.5381438732147
64.46743707095467,1.5151664405976626,922.7163143157959
65.97478901493525,1.5151664405976626,956.5273447036743
67.51462001142548,1.5151664405976626,990.3885159492493
69.0669098340945,1.5151664405976626,1024.022131204605
70.60449050755044,1.5151664405976626,1058.4499492645264
72.15524081675372,1.5151664405976626,1093.072730064392
73.66565411314582,1.5151664405976626,1127.843867778778
75.19434018206321,1.5151664405976626,1163.2287504673004
76.71060081904713,1.5151664405976626,1198.7492198944092
78.24653701891725,1.5151664405976626,1234.5020108222961
79.78185569050075,1.5151664405976626,1270.2701389789581
81.29499898695943,1.5151664405976626,1306.4863724708557
82.83174955572397,1.5151664405976626,1342.547196149826
84.33351679706755,1.5151664405976626,1379.1869881153107
85.85585101957375,1.5151664405976626,1415.8270335197449
87.39674285508075,1.5151664405976626,1452.4646768569946
88.90618695669615,1.5151664405976626,1489.008157491684
90.42385966293172,1.5151664405976626,1526.809930562973
91.94934199884014,1.5151664405976626,1564.695053577423
93.4589448950087,1.5151664405976626,1602.8580996990204
94.9805324884177,1.5151664405976626,1641.1946065425873
96.49926762343053,1.5151664405976626,1679.961089849472
97.98024656590569,1.5151664405976626,1719.4880044460297
99.47926217898572,1.5151664405976626,1759.7012536525726
100.99814408446566,1.5151664405976626,1800.1729650497437
102.53144191794442,1.5151664405976626,1840.9679021835327
104.0547704740826,1.5151664405976626,1881.8478095531464
105.58220168462245,1.5151664405976626,1923.1221413612366
107.07455268225901,1.5151664405976626,1964.3081195354462
108.59428642049215,1.5151664405976626,2005.004855632782
110.13009445214294,1.5151664405976626,2044.8923647403717
111.64097384460321,1.5151664405976626,2085.39577627182
113.16920244972762,1.5151664405976626,2126.377965927124
114.66694134176224,1.5151664405976626,2167.8411259651184
116.2229330542075,1.5151664405976626,2210.13098859787
117.77681298462653,1.5151664405976626,2253.0005671977997
119.30630920140395,1.5151664405976626,2296.047412633896
120.84145043901177,1.5151664405976626,2339.86847615242
122.37963276599808,1.5151664405976626,2383.5627398490906
123.92248868285483,1.5151664405976626,2427.2525067329407
125.42931540786999,1.5151664405976626,2472.7009727954865
126.94326415149764,1.5151664405976626,2518.376309156418
128.49511112932512,1.5151664405976626,2564.635946750641
130.01275176190816,1.5151664405976626,2611.4616589546204
131.5410540839003,1.5151664405976626,2658.3016624450684
133.09091079425755,1.5151664405976626,2705.167444229126
134.60402173074127,1.5151664405976626,2752.8142206668854
136.12940077931015,1.5151664405976626,2800.997062444687
137.65757647656127,1.5151664405976626,2849.3253536224365
139.17724591475502,1.5151664405976626,2898.60035777092
140.69398828356776,1.5151664405976626,2948.41529917717
142.22803662185962,1.5151664405976626,2997.5605235099792
143.7646604438784,1.5151664405976626,3045.559725999832
145.28144997884928,1.5151664405976626,3094.8635907173157
146.79085743617216,1.5151664405976626,3144.8576605319977
148.3278476402286,1.5151664405976626,3195.323744535446
149.84539742042986,1.5151664405976626,3245.9689095020294
151.3885170046189,1.5151664405976626,3296.9652783870697
