cost,SR,data,y,operation_time
16.8378849029541,1.4131584167480469,"[0.6557947490364, 0.2503699520603, 0.0716247847304]",9.421010971069336,8.082389831542969e-05
18.35822296142578,1.4131584167480469,"[0.4661663863808, 0.612539014779, 0.8685820456594]",6.669525146484375,9.107589721679688e-05
19.740371704101562,1.4131584167480469,"[0.7528771581128, 0.0558404428884, 0.6065624235198]",10.579764366149902,8.082389831542969e-05
20.967487335205078,1.4131584167480469,"[0.0626227082685, 0.8227068604901, 0.3409848306328]",4.077295303344727,8.916854858398438e-05
22.214515686035156,1.4131584167480469,"[0.7946113459766, 0.4343830505386, 0.3735214127228]",7.163824558258057,8.177757263183594e-05
23.57990264892578,1.4131584167480469,"[0.1088734976947, 0.7027110969648, 0.5764540154487]",6.021079063415527,8.392333984375e-05
25.084835052490234,1.4131584167480469,"[0.6726838750765, 0.130371789448, 0.8381150877103]",10.602034568786621,8.392333984375e-05
26.157676696777344,1.4131584167480469,"[0.4863514108583, 0.9910801770166, 0.1035738717765]",4.679169654846191,9.608268737792969e-05
27.276514053344727,1.4131584167480469,"[0.5429506171495, 0.5797557579353, 0.1717182742432]",6.615265846252441,9.393692016601562e-05
28.81561851501465,1.4131584167480469,"[0.3526961673051, 0.2841450003907, 0.9061411879957]",10.6804838180542,8.320808410644531e-05
30.214128494262695,1.4131584167480469,"[0.9282290535048, 0.8524388363585, 0.6362928235903]",4.549370288848877,8.320808410644531e-05
31.497013092041016,0.24178695678710938,"[0.2386006908491, 0.0270698005334, 0.4332496374846]",13.75821304321289,8.225440979003906e-05
32.814300537109375,0.24178695678710938,"[0.7021745480597, 0.8123667025939, 0.4919679425657]",4.933634281158447,9.822845458984375e-05
34.244728088378906,0.24178695678710938,"[0.3885070122778, 0.0747093101963, 0.6952662812546]",12.566308975219727,0.0001277923583984375
35.80863952636719,0.24178695678710938,"[0.8305522529408, 0.5064231334254, 0.9565458744764]",6.5268964767456055,8.416175842285156e-05
36.96073913574219,0.24178695678710938,"[0.0162901012227, 0.3650450604036, 0.2223713481799]",3.493818998336792,8.296966552734375e-05
37.98755645751953,0.24178695678710938,"[0.9466075841337, 0.2057823212817, 0.0375251490623]",9.329007148742676,8.416175842285156e-05
39.45839309692383,0.24178695678710938,"[0.1362359467894, 0.9081003619358, 0.7718255175278]",5.435792922973633,8.20159912109375e-05
40.52003860473633,0.20544910430908203,"[0.2241146690343, 0.0261308504539, 0.087308331257]",13.794550895690918,0.00017118453979492188
41.61471939086914,0.20544910430908203,"[0.2275199192317, 0.0016189093432, 0.1356583489052]",13.788938522338867,0.0001289844512939453
42.689002990722656,0.20544910430908203,"[0.0411908712681, 0.0168834847188, 0.1056738768401]",7.115893840789795,0.0001380443572998047
43.78630828857422,0.20544910430908203,"[0.063959744194, 0.0304216208533, 0.1395462274835]",9.056148529052734,0.00014781951904296875
44.87043380737305,0.20544910430908203,"[0.2047758395778, 0.0185365984581, 0.1200886998317]",13.785094261169434,9.083747863769531e-05
45.953556060791016,0.20046138763427734,"[0.2152924763197, 0.0177564566659, 0.1186182787972]",13.799538612365723,8.392333984375e-05
47.021446228027344,0.20046138763427734,"[0.2310777310539, 0.0282510495398, 0.0963647486371]",13.781070709228516,8.392333984375e-05
48.09451675415039,0.20046138763427734,"[0.1144124640962, 0.0342883823119, 0.1039082125539]",12.06863784790039,0.00011897087097167969
49.14180374145508,0.20046138763427734,"[0.1882608145347, 0.0242889365749, 0.0666372308463]",13.708451271057129,0.00020194053649902344
50.18138885498047,0.20046138763427734,"[0.1913772086416, 0.0240510921511, 0.0556349784459]",13.728585243225098,9.655952453613281e-05
51.21970748901367,0.20046138763427734,"[0.1892844833377, 0.0251672701226, 0.0538346299078]",13.715378761291504,8.416175842285156e-05
52.22732162475586,0.20046138763427734,"[0.186596877042, 0.0253128820532, 0.0105843842118]",13.696525573730469,8.082389831542969e-05
53.27511978149414,0.20046138763427734,"[0.1837136390933, 0.0242412436003, 0.0673712493052]",13.673847198486328,8.106231689453125e-05
54.32350158691406,0.20046138763427734,"[0.1843169641783, 0.023241563008, 0.0682062775843]",13.67880630493164,7.987022399902344e-05
55.87339401245117,0.20046138763427734,"[0.9523303071278, 0.7124592745207, 0.9279547752296]",5.156336307525635,9.179115295410156e-05
56.99304962158203,0.20046138763427734,"[0.0785561216996, 0.7591923409066, 0.1729490327997]",4.880706787109375,8.082389831542969e-05
58.18772888183594,0.20046138763427734,"[0.8938875618845, 0.0828284906621, 0.288938513957]",10.271170616149902,0.0001227855682373047
59.252685546875,0.20029449462890625,"[0.2170927218065, 0.0171854068328, 0.092109581676]",13.799705505371094,0.00018095970153808594
60.31947708129883,0.20029449462890625,"[0.2204124280741, 0.0170211666591, 0.0947713240425]",13.79838752746582,0.00010514259338378906
61.38545608520508,0.20029449462890625,"[0.2119393595252, 0.0171820828943, 0.0935904320109]",13.797496795654297,0.00013709068298339844
62.45125961303711,0.20029449462890625,"[0.2153433690311, 0.0172263558637, 0.0933367502965]",13.799551010131836,8.702278137207031e-05
63.517578125,0.20029449462890625,"[0.215244036832, 0.0041817261189, 0.094083580794]",13.799524307250977,0.00010895729064941406
