cost,incumbents,operation_time
50.0,1.0759875730820405,0.0
59.75164410647733,1.0759875730820405,28.224488258361816
69.6970963557867,1.0759875730820405,55.326273918151855
79.38038621683498,1.0759875730820405,81.19239068031311
89.03354889384835,1.0759875730820405,106.92560362815857
98.57262394923056,1.0759875730820405,135.53524112701416
107.35819790877076,1.0759875730820405,163.5957760810852
117.00791729751437,1.0759875730820405,190.65822672843933
125.85338867079643,1.0759875730820405,217.96232056617737
135.73777841083356,1.0759875730820405,244.72767615318298
143.61074488340094,1.0759875730820405,271.44322896003723
150.72199040384996,1.0759875730820405,299.08350825309753
