cost,SR,IR,rmse,r2,max_value,operation_time
50.0,88.36612503342394,215.68339710463212,76.11959154008983,-0.4556108851885543,215.1726322907948,0.0
54.0,88.36612503342394,220.889362715653,76.6141027912737,-0.4745850832678722,215.1726322907948,0.5910778045654297
61.0,88.36612503342394,201.63943297520933,72.09050898654537,-0.30559530567860804,215.1726322907948,0.5752289295196533
63.0,88.36612503342394,201.28789227272802,72.445496324173,-0.3184849610496592,215.1726322907948,0.6140594482421875
71.0,88.36612503342394,225.5249816351633,77.97539441121283,-0.5274519475839459,215.1726322907948,0.6365692615509033
77.0,88.36612503342394,230.42773730186434,78.18444152547133,-0.5356529306872766,215.1726322907948,0.625
82.0,88.36612503342394,232.10634528727434,76.62242814757614,-0.4749055755215432,215.1726322907948,0.6261217594146729
84.0,88.36612503342394,232.7429587695888,76.95510868551692,-0.48774091882588566,215.1726322907948,0.6318793296813965
93.0,88.36612503342394,231.32158622066467,79.74762537111614,-0.5976730751735624,215.1726322907948,0.6617636680603027
94.0,88.36612503342394,231.13389353263238,81.35278599213177,-0.6626362950473081,215.1726322907948,0.739990234375
95.0,88.36612503342394,222.65932563601405,79.31121832773825,-0.580234862559277,215.1726322907948,0.6551322937011719
96.0,88.36612503342394,219.8528508674623,79.07143563020117,-0.5706942149774099,215.1726322907948,0.6607413291931152
99.0,88.36612503342394,217.760550172504,77.24178854964289,-0.4988460890790929,215.1726322907948,0.6521768569946289
103.0,88.36612503342394,210.06746995841772,75.88508830690851,-0.44665603777402807,215.1726322907948,0.662851095199585
104.0,88.36612503342394,213.94418887186612,79.44563280050902,-0.585595678612334,215.1726322907948,0.6301989555358887
106.0,88.36612503342394,217.5239513401362,78.21098814547348,-0.5366959339981348,215.1726322907948,0.6572310924530029
109.0,88.36612503342394,216.6075693355303,78.17123647128219,-0.5351342426388805,215.1726322907948,0.6411013603210449
111.0,88.36612503342394,210.28410609804268,71.7328379021584,-0.2926722380049953,215.1726322907948,0.6731390953063965
119.0,88.36612503342394,210.0331982057641,66.54871369024083,-0.1125812258713963,215.1726322907948,0.6551632881164551
125.0,88.36612503342394,217.2112646205351,69.18742330113467,-0.20255987739767822,215.1726322907948,0.633920431137085
128.0,88.36612503342394,211.538238000265,65.73992296781599,-0.08570235023946915,215.1726322907948,0.66221022605896
129.0,72.43147127144928,209.61215920109834,65.10611870715326,-0.06486856708308308,231.10728605276947,0.7104809284210205
130.0,72.43147127144928,210.17503387463682,64.79407810900275,-0.05468562421678902,231.10728605276947,0.6436285972595215
133.0,72.43147127144928,205.14628277752982,61.685701710007024,0.04408029270020242,231.10728605276947,0.7122514247894287
135.0,72.43147127144928,207.3668055944898,62.30202017852331,0.02488316478675312,231.10728605276947,0.6665685176849365
136.0,72.43147127144928,205.06028343658681,61.39022055352277,0.05321627575135657,231.10728605276947,0.6571764945983887
137.0,72.43147127144928,204.75159387004305,61.32310650116659,0.055285261930879126,231.10728605276947,0.6344807147979736
144.0,72.43147127144928,205.25483558941625,61.051796992504755,0.06362610160663973,231.10728605276947,0.6910302639007568
145.0,72.43147127144928,209.59862900813405,62.24989315768859,0.026514208890191404,231.10728605276947,0.655057430267334
149.0,25.272456940166876,197.76727913814284,64.66029288934864,-0.0503347427560632,278.2663003840519,0.6846191883087158
150.0,25.272456940166876,225.04223088125121,72.64135148347339,-0.32562360066726637,278.2663003840519,0.7690284252166748
151.0,25.272456940166876,222.9820249722916,72.06907061565433,-0.3048189018228751,278.2663003840519,0.7558798789978027
159.0,25.272456940166876,223.45010090762747,73.03968974317543,-0.3402019198547366,278.2663003840519,0.6877017021179199
160.0,25.272456940166876,226.5322298151912,73.70590523239193,-0.364762136607802,278.2663003840519,0.7261555194854736
161.0,25.272456940166876,225.35347479571254,73.36870605217622,-0.35230332509266504,278.2663003840519,0.6923713684082031
162.0,25.272456940166876,225.679822886083,73.35859821292979,-0.3519307432715115,278.2663003840519,0.7055971622467041
165.0,25.272456940166876,223.7619909064507,73.44722693250615,-0.3551994063671915,278.2663003840519,0.7016174793243408
166.0,21.136117542072213,226.7312353850433,73.67089117730237,-0.3634657816921927,282.40263978214654,0.7690856456756592
174.0,21.136117542072213,228.0152461745858,73.84584157780326,-0.369949268361055,282.40263978214654,0.7172231674194336
176.0,21.136117542072213,225.22664572307679,72.40580318463851,-0.31704055185995994,282.40263978214654,0.7169103622436523
177.0,21.136117542072213,225.63671875063204,72.48052639379296,-0.3197603415436756,282.40263978214654,0.747605562210083
179.0,21.136117542072213,224.05160661566498,72.07936130297546,-0.3051915566070884,282.40263978214654,0.7278215885162354
180.0,21.136117542072213,223.91410220777993,72.18157364793727,-0.30889584244095936,282.40263978214654,0.7405538558959961
183.0,21.136117542072213,224.58876818649384,72.39977029081554,-0.3168210878268054,282.40263978214654,0.764817476272583
184.0,21.136117542072213,224.65975606456402,72.0988715750886,-0.3058982245998003,282.40263978214654,0.7177605628967285
185.0,21.136117542072213,224.4912435720203,72.09358107312643,-0.305706582109754,282.40263978214654,0.7183377742767334
187.0,21.136117542072213,225.3817521973751,71.96622496294134,-0.3010974940258595,282.40263978214654,0.7656798362731934
196.0,21.136117542072213,226.14056517505782,72.2268645415667,-0.3105389116498585,282.40263978214654,0.7281129360198975
203.0,21.136117542072213,227.2595720844489,72.45148021318417,-0.3187027797936113,282.40263978214654,0.7252607345581055
204.0,21.136117542072213,228.67492550429338,72.77674918877723,-0.33056992019860143,282.40263978214654,0.7575333118438721
206.0,21.136117542072213,228.1905304185036,72.47741087544482,-0.3196468862641988,282.40263978214654,0.7328376770019531
215.0,21.136117542072213,228.78276175540915,68.6970287388158,-0.18557300831468115,282.40263978214654,0.8788819313049316
216.0,21.136117542072213,232.94607717648867,70.25242013629236,-0.23986664312221784,282.40263978214654,0.7398574352264404
223.0,21.136117542072213,234.02647518703162,70.6974726729699,-0.2556256348270842,282.40263978214654,0.7294821739196777
227.0,21.136117542072213,233.84025259035127,70.59297510175989,-0.25191651047103614,282.40263978214654,0.7462785243988037
228.0,21.136117542072213,234.06800467729548,70.74203452724313,-0.2572090193109806,282.40263978214654,0.7762165069580078
233.0,21.136117542072213,232.0368395353605,69.28127891615975,-0.20582473525463296,282.40263978214654,0.8037400245666504
234.0,21.136117542072213,232.63322700587707,69.67335854058254,-0.21951146573484248,282.40263978214654,0.793285608291626
235.0,21.136117542072213,231.99000078903336,69.17871510916665,-0.20225717893789308,282.40263978214654,0.7752864360809326
242.0,21.136117542072213,230.99731415742627,68.6612164105923,-0.1843372325147905,282.40263978214654,0.7949810028076172
244.0,21.136117542072213,230.48718864357667,68.45818257312526,-0.17734332765153504,282.40263978214654,0.7882311344146729
246.0,21.136117542072213,229.42570029217853,68.04826796334036,-0.16328612299316592,282.40263978214654,0.7665603160858154
250.0,21.136117542072213,228.50500026790587,67.34397870387,-0.1393310633494349,282.40263978214654,0.8466849327087402
251.0,21.136117542072213,228.27056623502313,67.20715333779481,-0.134706120494269,282.40263978214654,0.819016695022583
252.0,21.136117542072213,227.72983834279353,67.01659306945153,-0.12828051425515907,282.40263978214654,0.7672882080078125
253.0,21.136117542072213,227.12159726104622,66.66555877328649,-0.11649155753925933,282.40263978214654,0.7765631675720215
254.0,21.136117542072213,227.07202637409895,66.63799921112758,-0.1155686324523475,282.40263978214654,0.8233363628387451
255.0,21.136117542072213,226.9466692684694,66.56607127988345,-0.11316168027195861,282.40263978214654,0.8112504482269287
259.0,21.136117542072213,226.47740786478766,66.15916717889077,-0.0995942381537891,282.40263978214654,0.8018462657928467
260.0,21.136117542072213,226.546563434081,66.08933152339432,-0.09727406519563941,282.40263978214654,0.8117775917053223
269.0,21.136117542072213,229.38495934704187,67.5715147887696,-0.14704301864927283,282.40263978214654,0.9401395320892334
276.0,21.136117542072213,228.8637132621544,67.30601169911888,-0.13804676755716905,282.40263978214654,0.8388965129852295
278.0,21.136117542072213,229.4084671009981,67.60760370244962,-0.14826858214236682,282.40263978214654,0.8167421817779541
280.0,21.136117542072213,228.70150353670135,67.18880248179606,-0.134086544013009,282.40263978214654,0.7985560894012451
285.0,21.136117542072213,227.9420278984676,66.78022927739137,-0.12033578422071645,282.40263978214654,0.858330249786377
286.0,21.136117542072213,227.7908075947679,66.68821012587173,-0.11725040036208623,282.40263978214654,0.8264405727386475
292.0,21.136117542072213,227.61638715016383,66.58506540813451,-0.11379703554791765,282.40263978214654,0.8769440650939941
295.0,21.136117542072213,227.14489390193182,66.37626311926326,-0.10682253685590526,282.40263978214654,0.865973949432373
297.0,21.136117542072213,226.55990903276015,66.33676964811323,-0.10550582339211845,282.40263978214654,0.8604187965393066
298.0,21.136117542072213,226.1396669059621,66.17156272949005,-0.10000631567717111,282.40263978214654,0.8708853721618652
299.0,21.136117542072213,226.0274787120009,66.18841588074453,-0.10056670545298951,282.40263978214654,0.9508867263793945
300.0,21.136117542072213,225.8786911836667,66.12903427145768,-0.09859282210844933,282.40263978214654,0.8507893085479736
