cost,SR,max_value,operation_time
50.0,40.19578069799698,209.80421930200302,0.0
53.0,40.19578069799698,209.80421930200302,146.64610385894775
54.0,40.19578069799698,209.80421930200302,14.536751508712769
56.0,40.19578069799698,209.80421930200302,14.827515363693237
60.0,38.10264173386514,211.89735826613486,14.62200927734375
61.0,38.10264173386514,211.89735826613486,13.038686752319336
62.0,38.10264173386514,211.89735826613486,13.269659996032715
63.0,38.10264173386514,211.89735826613486,12.106160402297974
64.0,38.10264173386514,211.89735826613486,12.711028575897217
65.0,31.04545547292787,218.95454452707213,13.458364248275757
66.0,31.04545547292787,218.95454452707213,13.300452709197998
67.0,31.04545547292787,218.95454452707213,13.146581172943115
68.0,31.04545547292787,218.95454452707213,11.831083536148071
69.0,31.04545547292787,218.95454452707213,11.78861117362976
70.0,31.04545547292787,218.95454452707213,11.710270166397095
71.0,31.04545547292787,218.95454452707213,11.676353454589844
72.0,31.04545547292787,218.95454452707213,11.687922716140747
73.0,31.04545547292787,218.95454452707213,11.723180055618286
74.0,31.04545547292787,218.95454452707213,11.947647094726562
75.0,31.04545547292787,218.95454452707213,12.473093271255493
76.0,31.04545547292787,218.95454452707213,13.270950317382812
77.0,31.04545547292787,218.95454452707213,11.955932855606079
78.0,31.04545547292787,218.95454452707213,13.338016033172607
79.0,31.04545547292787,218.95454452707213,14.1079421043396
80.0,31.04545547292787,218.95454452707213,13.618468999862671
81.0,31.04545547292787,218.95454452707213,13.324943780899048
82.0,31.04545547292787,218.95454452707213,14.221197605133057
83.0,31.04545547292787,218.95454452707213,13.56870985031128
84.0,31.04545547292787,218.95454452707213,14.06799864768982
85.0,31.04545547292787,218.95454452707213,14.100208044052124
86.0,31.04545547292787,218.95454452707213,14.18169903755188
87.0,31.04545547292787,218.95454452707213,13.989801406860352
88.0,31.04545547292787,218.95454452707213,13.728675603866577
92.0,31.04545547292787,218.95454452707213,15.281299591064453
93.0,31.04545547292787,218.95454452707213,14.013381719589233
96.0,31.04545547292787,218.95454452707213,15.528146028518677
100.0,31.04545547292787,218.95454452707213,16.39361882209778
101.0,31.04545547292787,218.95454452707213,13.685325384140015
102.0,31.04545547292787,218.95454452707213,14.76577091217041
103.0,31.04545547292787,218.95454452707213,14.313961029052734
104.0,31.04545547292787,218.95454452707213,14.41280484199524
108.0,31.04545547292787,218.95454452707213,15.416751623153687
113.0,31.04545547292787,218.95454452707213,16.341447830200195
114.0,31.04545547292787,218.95454452707213,13.285539627075195
115.0,31.04545547292787,218.95454452707213,14.294273614883423
116.0,31.04545547292787,218.95454452707213,13.207634210586548
117.0,31.04545547292787,218.95454452707213,12.49972653388977
118.0,31.04545547292787,218.95454452707213,14.34525465965271
121.0,31.04545547292787,218.95454452707213,15.080174207687378
122.0,31.04545547292787,218.95454452707213,14.944891214370728
123.0,31.04545547292787,218.95454452707213,13.8719801902771
124.0,31.04545547292787,218.95454452707213,14.720887899398804
125.0,31.04545547292787,218.95454452707213,14.843120098114014
126.0,31.04545547292787,218.95454452707213,14.304117679595947
127.0,31.04545547292787,218.95454452707213,15.03361201286316
128.0,31.04545547292787,218.95454452707213,14.893301486968994
129.0,31.04545547292787,218.95454452707213,14.556040048599243
130.0,31.04545547292787,218.95454452707213,15.256614923477173
131.0,30.449586125608107,219.5504138743919,14.42096734046936
135.0,30.449586125608107,219.5504138743919,14.809960126876831
136.0,30.449586125608107,219.5504138743919,14.489800691604614
137.0,30.449586125608107,219.5504138743919,15.741273403167725
138.0,30.449586125608107,219.5504138743919,14.957673788070679
140.0,30.449586125608107,219.5504138743919,15.146598100662231
141.0,30.449586125608107,219.5504138743919,15.28592586517334
142.0,30.449586125608107,219.5504138743919,13.842053413391113
143.0,30.449586125608107,219.5504138743919,14.133018970489502
144.0,30.449586125608107,219.5504138743919,14.938194036483765
145.0,30.449586125608107,219.5504138743919,15.78254771232605
146.0,30.449586125608107,219.5504138743919,13.15079665184021
147.0,30.449586125608107,219.5504138743919,15.30842661857605
148.0,30.449586125608107,219.5504138743919,15.493382692337036
149.0,30.449586125608107,219.5504138743919,14.695740699768066
150.0,30.449586125608107,219.5504138743919,16.216633081436157
151.0,30.449586125608107,219.5504138743919,15.384877681732178
154.0,30.449586125608107,219.5504138743919,16.682716846466064
155.0,30.449586125608107,219.5504138743919,15.849628686904907
159.0,30.449586125608107,219.5504138743919,16.18890404701233
160.0,30.449586125608107,219.5504138743919,16.024768829345703
161.0,30.449586125608107,219.5504138743919,15.367335319519043
165.0,30.449586125608107,219.5504138743919,17.175116300582886
166.0,30.37923265458329,219.6207673454167,15.66422438621521
167.0,30.37923265458329,219.6207673454167,15.952569961547852
171.0,30.37923265458329,219.6207673454167,17.285292863845825
172.0,30.37923265458329,219.6207673454167,15.137650728225708
173.0,30.37923265458329,219.6207673454167,16.52771282196045
174.0,30.37923265458329,219.6207673454167,16.47517728805542
177.0,30.37923265458329,219.6207673454167,16.56375765800476
178.0,30.37923265458329,219.6207673454167,16.733904600143433
