cost,SR,operation_time,time
1.0,99.53110139734599,3.118480920791626,4.434014797210693
10.0,66.7198284394133,3.9263241291046143,4.253889799118042
14.0,54.41522665037098,0.763740062713623,4.446920871734619
16.0,54.41522665037098,0.6464252471923828,4.450761079788208
18.0,54.41522665037098,0.5046930313110352,4.56011700630188
23.0,54.41522665037098,1.5203261375427246,4.405532121658325
29.0,47.19435579846487,2.607067108154297,608.652866601944
30.0,47.19435579846487,0.42656397819519043,4.518141031265259
31.0,47.19435579846487,0.5749199390411377,4.507706880569458
36.0,38.71048386709214,1.4844341278076172,4.516066074371338
40.0,38.71048386709214,1.0806729793548584,4.124439001083374
41.0,38.71048386709214,0.4663112163543701,4.259439945220947
43.0,38.71048386709214,0.4856576919555664,4.143233060836792
46.0,38.71048386709214,0.666496992111206,4.557047128677368
53.0,38.71048386709214,3.0423429012298584,4.206175088882446
54.0,38.71048386709214,0.3863532543182373,4.239630937576294
55.0,38.71048386709214,0.3986060619354248,827.4972012042999
63.0,38.71048386709214,3.1017868518829346,4.38885498046875
66.0,38.71048386709214,0.6246988773345947,4.1873619556427
68.0,38.71048386709214,0.46618223190307617,4.449212074279785
69.0,38.71048386709214,0.46596407890319824,4.374814987182617
73.0,38.71048386709214,0.8195037841796875,4.185136079788208
79.0,37.611387866715404,2.3078699111938477,4.207859039306641
80.0,37.611387866715404,0.40859293937683105,4.102163076400757
81.0,37.611387866715404,0.4571850299835205,4.431573152542114
87.0,37.611387866715404,2.132159948348999,4.250761270523071
93.0,37.611387866715404,2.1642680168151855,4.114574193954468
99.0,37.611387866715404,2.128939151763916,4.213900089263916
105.0,37.611387866715404,2.326669692993164,4.190761089324951
110.0,37.611387866715404,1.8234450817108154,4.209946155548096
116.0,37.611387866715404,2.1121878623962402,4.201365947723389
122.0,37.611387866715404,2.1338582038879395,4.372630834579468
128.0,37.611387866715404,2.318394899368286,4.316237688064575
134.0,37.611387866715404,2.3946950435638428,4.19581413269043
142.0,37.611387866715404,3.5719687938690186,4.2449541091918945
148.0,37.611387866715404,2.302682876586914,4.095700025558472
154.0,37.611387866715404,2.4864132404327393,4.333255052566528
