cost,SR,operation_time
97.0,12.81059147,1287.8639233112335
104.0,12.81059147,1300.9511001110077
111.0,12.81059147,1318.5779793262482
118.0,12.81059147,1319.2473390102386
125.0,12.81059147,1382.0836765766144
132.0,12.81059147,1338.3104195594788
139.0,12.81059147,1348.6554143428802
146.0,12.81059147,1366.788106918335
153.0,12.81059147,1393.7032923698425
160.0,12.81059147,1387.8580198287964
