cost,SR,data,y,operation_time
16.8378849029541,3.906716918945314,"[0.6557947490364, 0.2503699520603, 0.0716247847304]",40.281768798828125,6.103515625e-05
18.35822296142578,3.906716918945314,"[0.4661663863808, 0.612539014779, 0.8685820456594]",40.42015075683594,5.698204040527344e-05
19.740371704101562,3.906716918945314,"[0.7528771581128, 0.0558404428884, 0.6065624235198]",40.231040954589844,5.602836608886719e-05
20.967487335205078,3.906716918945314,"[0.0626227082685, 0.8227068604901, 0.3409848306328]",45.370723724365234,5.626678466796875e-05
22.214515686035156,3.906716918945314,"[0.7946113459766, 0.4343830505386, 0.3735214127228]",35.933372497558594,5.793571472167969e-05
23.57990264892578,3.906716918945314,"[0.1088734976947, 0.7027110969648, 0.5764540154487]",45.816444396972656,5.7220458984375e-05
25.084835052490234,3.906716918945314,"[0.6726838750765, 0.130371789448, 0.8381150877103]",41.105377197265625,6.604194641113281e-05
26.157676696777344,3.906716918945314,"[0.4863514108583, 0.9910801770166, 0.1035738717765]",36.68254089355469,5.4836273193359375e-05
27.276514053344727,3.906716918945314,"[0.5429506171495, 0.5797557579353, 0.1717182742432]",39.32783508300781,5.3882598876953125e-05
28.81561851501465,3.906716918945314,"[0.3526961673051, 0.2841450003907, 0.9061411879957]",45.746070861816406,8.606910705566406e-05
30.214128494262695,3.906716918945314,"[0.9282290535048, 0.8524388363585, 0.6362928235903]",30.05417823791504,7.295608520507812e-05
31.497013092041016,3.906716918945314,"[0.2386006908491, 0.0270698005334, 0.4332496374846]",50.69613265991211,8.916854858398438e-05
32.814300537109375,3.906716918945314,"[0.7021745480597, 0.8123667025939, 0.4919679425657]",34.41878890991211,0.00010609626770019531
34.244728088378906,3.906716918945314,"[0.3885070122778, 0.0747093101963, 0.6952662812546]",47.257713317871094,6.198883056640625e-05
35.80863952636719,3.906716918945314,"[0.8305522529408, 0.5064231334254, 0.9565458744764]",34.630950927734375,6.198883056640625e-05
36.96073913574219,3.906716918945314,"[0.0162901012227, 0.3650450604036, 0.2223713481799]",51.06242370605469,5.507469177246094e-05
37.98755645751953,3.906716918945314,"[0.9466075841337, 0.2057823212817, 0.0375251490623]",35.001808166503906,5.2928924560546875e-05
39.45839309692383,3.906716918945314,"[0.1362359467894, 0.9081003619358, 0.7718255175278]",43.30286407470703,5.412101745605469e-05
41.01972579956055,3.906716918945314,"[0.0552081238624, 0.2506374730493, 0.951262541034]",51.64448165893555,0.00016808509826660156
42.59243392944336,3.1530395507812514,"[0.0582148660415, 0.1753244785756, 0.9746289068327]",52.44696044921875,6.580352783203125e-05
44.16118240356445,1.148080444335939,"[0.0302607990813, 0.0482121344041, 0.966468984293]",54.45191955566406,6.389617919921875e-05
45.72219467163086,1.148080444335939,"[0.0062434225929, 0.195114544595, 0.9506063871905]",53.183414459228516,9.274482727050781e-05
47.27128219604492,1.148080444335939,"[0.0500845082813, 0.17183108425, 0.9263168090157]",52.63855743408203,0.0001049041748046875
48.842716217041016,1.148080444335939,"[0.0572414099787, 0.0882214631306, 0.9719964775536]",53.47158432006836,6.699562072753906e-05
50.411128997802734,1.148080444335939,"[0.0298952731379, 0.2784837280177, 0.9657795774146]",51.792686462402344,5.412101745605469e-05
51.97266387939453,1.148080444335939,"[0.0285978935279, 0.1327540922891, 0.9516773190476]",53.491966247558594,5.3882598876953125e-05
53.19718551635742,0.8043228149414077,"[0.0213156518818, 0.0335336313239, 0.3367796184518]",54.795677185058594,0.00019621849060058594
54.461029052734375,0.6285263061523452,"[0.0286065631391, 0.0070316963831, 0.4013435169388]",54.971473693847656,0.00019931793212890625
55.71686935424805,0.44120559692382955,"[0.0198715072891, 0.0053231825512, 0.3880620752785]",55.15879440307617,0.00014972686767578125
57.020965576171875,0.44120559692382955,"[0.0239095080214, 0.0126700869816, 0.4692928038534]",54.994144439697266,0.00012993812561035156
58.268653869628906,0.44120559692382955,"[0.0352813790267, 0.0249341650267, 0.3746042744767]",54.6315803527832,0.00013017654418945312
59.535369873046875,0.44120559692382955,"[0.0244856988307, 0.0372371652924, 0.4061300705725]",54.691471099853516,0.0001289844512939453
61.085262298583984,0.44120559692382955,"[0.9523303071278, 0.7124592745207, 0.9279547752296]",30.691661834716797,0.00012803077697753906
