cost,SR,operation_time
104.0,26.65269787,1593.277161359787
111.0,26.65269787,1510.903617143631
118.0,26.65269787,1424.0779056549072
125.0,26.65269787,1417.9548642635345
132.0,26.65269787,1446.1259577274323
139.0,26.65269787,1447.1923060417175
146.0,26.65269787,1467.374355316162
153.0,26.65269787,1493.029839515686
160.0,26.65269787,1466.688265800476
167.0,26.65269787,1474.9550819396973
174.0,26.65269787,1478.7233803272247
181.0,26.65269787,1503.2475199699402
