cost,SR,operation_time
97.0,15.147887410000003,2073.2019503116608
104.0,15.147887359999999,2652.0033633708954
107.0,15.147887359999999,2501.852998971939
114.0,15.147887359999999,2203.4341793060303
121.0,15.147887359999999,1942.0426065921783
123.0,15.147887359999999,1995.9790377616882
130.0,15.147887359999999,2014.0360760688782
137.0,15.147887359999999,2048.0241737365723
144.0,15.147887359999999,2070.380091905594
151.0,15.147887359999999,2342.6244597434998
