cost,SR,data,y,operation_time
1.0,118.88449096679688,"[0.9645175635815, -3.1399369463325, 0.2668785210699]",189.11550903320312,0.0005960464477539062
4.0,118.88449096679688,"[-1.5495796501637, 2.2288548573852, 0.5327035477385]",53.405433654785156,0.00013017654418945312
10.0,118.88449096679688,"[3.7973591908813, -1.3176178410649, 0.8018118236214]",6.570441246032715,0.0001461505889892578
11.0,118.88449096679688,"[-2.7119810953736, 0.2814285829663, 0.0051106689498]",104.10511779785156,0.00011992454528808594
12.0,118.88449096679688,"[2.9775667339563, 3.0269504263997, 0.188362441957]",27.21674346923828,0.00010800361633300781
21.0,118.88449096679688,"[-3.5003976672888, -2.1235796287656, 0.985197157599]",36.648048400878906,0.0001049041748046875
26.0,118.88449096679688,"[1.7527611628175, 1.4550127014518, 0.7232843525708]",51.69535446166992,0.00010204315185546875
28.0,118.88449096679688,"[-0.7302119359374, -0.4267485961318, 0.4575851680711]",175.64297485351562,0.00010204315185546875
30.0,118.88449096679688,"[3.2020587027073, 1.8517279997468, 0.3993627736345]",1.357015609741211,9.799003601074219e-05
34.0,118.88449096679688,"[-2.2886010110378, -0.7629096284509, 0.6648220643401]",118.38278198242188,0.00011897087097167969
42.0,118.88449096679688,"[0.0363651737571, 3.6585593149066, 0.9342813016847]",95.11199951171875,0.000102996826171875
43.0,118.88449096679688,"[-1.4495376124978, -2.6946337744594, 0.1372134573758]",135.82115173339844,0.00010609626770019531
44.0,118.88449096679688,"[1.2463579922915, -1.9970403835177, 0.0716247847304]",134.07359313964844,0.00011301040649414062
51.0,118.88449096679688,"[-0.2706689089537, 0.9003121182323, 0.8685820456594]",142.26220703125,0.0001049041748046875
55.0,118.88449096679688,"[2.0230172649026, -3.5532764568925, 0.6065624235198]",167.92979431152344,9.989738464355469e-05
57.0,118.88449096679688,"[-3.4990183338523, 2.5816548839211, 0.3409848306328]",29.32912254333496,0.0001220703125
59.0,118.88449096679688,"[2.3568907678127, -0.5249355956912, 0.3735214127228]",54.716434478759766,0.00010800361633300781
62.0,118.88449096679688,"[-3.1290120184422, 1.6216887757182, 0.5764540154487]",56.40714645385742,0.00011420249938964844
68.0,118.88449096679688,"[1.3814710006118, -2.9570256844163, 0.8381150877103]",154.9364471435547,0.00011324882507324219
69.0,118.88449096679688,"[-0.1091887131333, 3.9286414161324, 0.1035738717765]",119.1418228149414,0.00010895729064941406
70.0,118.88449096679688,"[0.3436049371958, 0.6380460634828, 0.1717182742432]",143.99093627929688,0.00010991096496582031
78.0,118.88449096679688,"[-1.1784306615591, -1.7268399968743, 0.9061411879957]",155.55657958984375,0.0001270771026611328
82.0,118.88449096679688,"[3.4258324280381, 2.8195106908679, 0.6362928235903]",31.78875160217285,0.00010800361633300781
84.0,118.88449096679688,"[-2.091194473207, -3.7834415957332, 0.4332496374846]",135.65753173828125,0.0001270771026611328
87.0,118.88449096679688,"[1.6173963844776, 2.4989336207509, 0.4919679425657]",35.377506256103516,0.00010704994201660156
89.0,118.88449096679688,"[-0.5603333355497, -2.710450823909, 0.4577724297434]",179.51132202148438,0.00030112266540527344
92.0,118.88449096679688,"[-0.5088159453973, -2.8193545023441, 0.5123254973047]",184.0796661376953,0.0001888275146484375
95.0,118.88449096679688,"[-0.6418979688393, -2.63887539316, 0.4989446545463]",175.4093780517578,0.0001900196075439453
97.0,118.88449096679688,"[-0.4944771676121, -2.6690718020593, 0.4665057883961]",180.35623168945312,0.00016999244689941406
99.0,118.88449096679688,"[-0.5772792719586, -2.7285288378903, 0.4513492494252]",179.4509735107422,0.00015306472778320312
101.0,118.88449096679688,"[-0.5804359594986, -2.753665460286, 0.4590409504372]",180.00942993164062,0.00015783309936523438
104.0,118.88449096679688,"[-0.8171511946245, -2.7940832064549, 0.5163446394766]",172.30108642578125,0.00015282630920410156
107.0,118.88449096679688,"[-0.6680974561928, -2.7861966812406, 0.4916878236772]",177.96038818359375,0.00014710426330566406
110.0,64.20207214355469,"[-0.349252875784, -3.6242939675717, 0.5123254973047]",243.7979278564453,0.00023412704467773438
