cost,SR,data,y,operation_time
30.,0.675049891471863,"[-0.0676672272384, 0.2250780295581, 0.8685820456594]",0.35732489824295044,6.008148193359375e-05
32.,0.675049891471863,"[0.5057543162256, -0.8883191142231, 0.6065624235198]",0.5821666717529297,6.699562072753906e-05
33.,0.675049891471863,"[-0.8747545834631, 0.6454137209803, 0.3409848306328]",0.7272067070007324,5.0067901611328125e-05
34.,0.675049891471863,"[0.5892226919532, -0.1312338989228, 0.3735214127228]",0.6621972322463989,5.793571472167969e-05
36.,0.675049891471863,"[-0.7822530046105, 0.4054221939296, 0.5764540154487]",0.45072805881500244,4.982948303222656e-05
39.,0.675049891471863,"[0.3453677501529, -0.7392564211041, 0.8381150877103]",0.3869451582431793,4.696846008300781e-05
40.,0.675049891471863,"[-0.0272971782833, 0.9821603540331, 0.1035738717765]",1.2111237049102783,4.935264587402344e-05
41.,0.675049891471863,"[0.0859012342989, 0.1595115158707, 0.1717182742432]",0.3901178240776062,4.506111145019531e-05
45.,0.675049891471863,"[-0.2946076653898, -0.4317099992186, 0.9061411879957]",0.02442476712167263,4.506111145019531e-05
47.,0.593145480155945,"[0.8564581070095, 0.704877672717, 0.6362928235903]",1.6468545198440552,4.887580871582031e-05
49.,0.593145480155945,"[-0.5227986183017, -0.9458603989333, 0.4332496374846]",0.10065563768148422,5.2928924560546875e-05
51.,0.593145480155945,"[0.4043490961194, 0.6247334051877, 0.4919679425657]",1.0424363613128662,5.602836608886719e-05
52.,0.23007415771484396,"[0.8548613834314, 0.9772280000421, 0.2202894476434]",2.0099258422851562,0.0001347064971923828
54.,0.21113609313964865,"[0.8866729468813, 0.9604334302831, 0.4504737391421]",2.0288639068603516,0.00011801719665527344
55.,0.21113609313964865,"[0.8620536567983, 0.9358387640025, 0.1683517094392]",1.9594115018844604,5.7697296142578125e-05
57.,0.21113609313964865,"[0.8543781646158, 0.89281473289, 0.6405562192716]",1.8881367444992065,8.606910705566406e-05
59.,0.21113609313964865,"[0.8589764977435, 0.8993697710377, 0.4780071763914]",1.9035264253616333,9.083747863769531e-05
62.,0.21113609313964865,"[0.87684046299, 0.9650353958281, 0.7017556715411]",2.0220093727111816,7.987022399902344e-05
